ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
639004441,23235985,,,Kepplehills Road,,,,Kepplehills Road,,Inverurie Road,,,,opp,,SE,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,389384,809656,-2.177225,57.177598,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T11:44:10.281,5,revise,active
639004442,23235987,,,Kepplehills Road,,,,Kepplehills Road,,Inverurie Road,,,,at,,NW,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,389343,809657,-2.177903,57.177606,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T11:47:30.071,5,revise,active
639004451,23236258,,,Greenburn Drive,,,,Greenburn Drive,,Inverurie Road,,,,at,,SE,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bucksburn,,0,UKOS,389006,809865,-2.183487,57.179467,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-10T16:11:45.045,5,revise,active
639004452,23236262,,,Cloverfield Gardens,,,,Cloverfield Gardens,,Cloverfield Gardens,,,,at,,NW,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bucksburn,,0,UKOS,388957,809867,-2.184297,57.179484,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-10T16:14:11.306,4,revise,active
639004461,23236275,,,Stoneyton Terrace,,,,Stoneyton Terrace,,Bankhead Avenue,,,,opp,,SW,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,388889,809983,-2.185427,57.180524,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:22:32.817,4,revise,active
639004462,23236279,,,Stoneyton Terrace,,,,Stoneyton Terrace,,Bankhead Avenue,,,,at,,NE,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,388920,810009,-2.184916,57.180758,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:25:33.834,3,revise,active
639004471,23236282,,,Greenburn Drive,,,,Greenburn Drive,,Bankhead Avenue,,,,at,,SW,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,388995,810033,-2.183676,57.180976,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:26:58.396,5,revise,active
639004472,23236286,,,Greenburn Drive,,,,Greenburn Drive,,Bankhead Avenue,,,,NE-bound,,NE,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,389043,810068,-2.182883,57.181293,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2012-11-28T16:11:00.000,2,revise,active
639004481,23236349,,,Bankhead Road,,,,Bankhead Road,,Bankhead Avenue,,,,adj,,SW,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,389231,810165,-2.179778,57.182167,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T15:56:38.236,9,revise,active
639004482,23237437,,,Bankhead Road,,,,Bankhead Road,,Bankhead Avenue,,,,at,,NE,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,389249,810201,-2.179482,57.182491,BCT,MKD,OTH,,,,111,2012-11-08T13:17:00.000,2022-03-03T15:59:42.218,2,revise,active
639004491,23236269,,,Cloverfield Gardens,,,,Cloverfield Gardens,,Sclattie Park,,,,opp,,N,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388802,809892,-2.18686,57.179704,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:20:27.384,7,revise,active
639004492,23236249,,,Cloverfield Gardens,,,,Cloverfield Gardens,,Sclattie Park,,,,at,,S,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388791,809817,-2.187041,57.17903,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:17:08.524,7,revise,active
639004501,23236235,,,Hopetoun Court,,,,Hopetoun Court,,Sclattie Park,,,,at,,N,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388761,809728,-2.187533,57.17823,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:14:49.847,4,revise,active
639004511,23235989,,,Cloverfield Close,,,,Cloverfield Close,,Kepplehills Drive,,,,opp,,W,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388679,809670,-2.188886,57.177707,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T13:12:26.200,7,revise,active
639004512,23235986,,,Cloverfield Close,,,,Cloverfield Close,,Kepplehills Drive,,,,at,,E,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388628,809677,-2.18973,57.177769,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:32:09.530,6,revise,active
639004521,23235959,,,Sclattie Crescent,,,,Sclattie Crescent,,Kepplehills Drive,,,,at,,SW,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388522,809589,-2.191479,57.176976,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:29:21.777,5,revise,active
639004522,23235976,,,Sclattie Crescent,,,,Sclattie Crescent,,Kepplehills Drive,,,,opp,,N,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388500,809547,-2.191841,57.176598,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:26:02.834,4,revise,active
639004531,23235962,,,Kepplehills Road,,,,Kepplehills Road,,Kepplehills Drive,,,,S-bound,,S,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388538,809393,-2.191206,57.175215,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:19:11.378,9,revise,active
639004532,23235967,,,Kepplehills Road,,,,Kepplehills Road,,Kepplehills Drive,,,,N-bound,,N,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388528,809399,-2.191371,57.175269,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:21:42.261,8,revise,active
639004541,23235935,,,Middle Brae,,,,Middle Brae,,Newhills Avenue,,,,at,,S,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388427,809236,-2.193034,57.173802,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:09:58.006,4,revise,active
639004542,23235946,,,Middle Brae,,,,Middle Brae,,Newhills Avenue,,,,opp,,N,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388427,809265,-2.193035,57.174063,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:14:49.497,4,revise,active
639004551,23235865,,,Watchman Brae,,,,Watchman Brae,,Newhills Avenue,,,,at,,SE,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,1,UKOS,388518,808944,-2.191516,57.171182,BCT,MKD,PPT,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:00:16.738,9,revise,active
639004552,23235874,,,Wagley Parade,,,,Wagley Parade,,Newhills Avenue,,,,opp,,NW,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,1,UKOS,388490,808978,-2.19198,57.171486,BCT,MKD,PPT,,,,111,2003-07-22T00:00:00.000,2022-03-03T12:02:24.647,6,revise,active
639004553,23237383,,,Middlemuir Place,,,,Middlemuir Place,,Newhills Avenue,,,,at,,NE,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388708,808948,-2.188374,57.171222,BCT,MKD,OTH,,,,111,2011-09-26T15:57:00.000,2022-03-03T11:43:24.554,2,revise,active
639004554,23237379,,,Middlemuir Place,,,,Newhills Avenue,,Newhills Avenue,,,,opp,,SW,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388676,808922,-2.188902,57.170988,BCT,MKD,OTH,,,,111,2011-09-26T15:59:00.000,2022-03-03T11:57:27.694,2,revise,active
639004561,23235896,,,Wagley Place,,,,Wagley Place,,Newhills Avenue,,,,at,,NE,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388796,809045,-2.186923,57.172096,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:34:48.279,8,revise,active
639004562,23234978,,,Sunny Brae,,,,Sunny Brae,,Newhills Avenue,,,,opp,,SW,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388773,808987,-2.187301,57.171574,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:36:50.001,5,revise,active
639004571,23235929,,,Westgate,,,,Westgate,,Newhills Avenue,,,,at,,NE,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388932,809152,-2.184679,57.17306,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:27:44.722,4,revise,active
639004572,23236587,,,Ashtown Walk,,,,Ashtown Walk,,Newhills Avenue,,,,opp,,SW,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388965,809171,-2.184134,57.173232,BCT,MKD,OTH,,,,111,2004-09-13T00:00:00.000,2022-03-02T13:20:32.016,4,revise,active
639004581,23235942,,,University Court,,,,University Court,,Netherhills Avenue,,,,at,,SE,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388926,809283,-2.184784,57.174237,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:12:45.173,5,revise,active
639004582,23237326,,,University Court,,,,University Court,,Netherhills Avenue,,,,opp,,NW,ES002804,Newhills,Bucksburn,,Aberdeen,,Newhills,,0,UKOS,388971,809248,-2.184038,57.173924,BCT,MKD,OTH,,,,111,2010-10-08T13:57:00.000,2022-03-02T13:18:37.616,3,revise,active
639004591,23235964,,,Netherhills Avenue,,,,Netherhills Avenue,,Kepplehills Road,,,,opp,,NE,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388819,809390,-2.186558,57.175195,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:08:14.737,5,revise,active
639004592,23235965,,,Cloverleaf Grange,,,,Cloverleaf Grange,,Kepplehills Road,,,,opp,,SW,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,388859,809401,-2.185897,57.175295,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:05:50.435,8,revise,active
639004601,23235973,,,Marlpool Place,,,,Marlpool Place,,Kepplehills Road,,,,opp,,NE,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,1,UKOS,389010,809488,-2.183404,57.17608,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T12:59:25.542,4,revise,active
639004602,23235958,,,Marlpool Place,,,,Marlpool Place,,Kepplehills Road,,,,at,,SW,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,1,UKOS,388988,809466,-2.183766,57.175882,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T13:02:43.986,4,revise,active
639004611,23235975,,,Kingswalk,,,,Kingswalk,,Kepplehills Road,,,,opp,,NE,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,1,UKOS,389146,809548,-2.181157,57.176623,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T12:02:57.702,8,revise,active
639004612,23235983,,,Kingswalk,,,,Kingsway,,Kepplehills Road,,,,at,,SW,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,1,UKOS,389251,809619,-2.179423,57.177263,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-02T11:54:11.300,7,revise,active
639004621,23236252,,,Kepplehills Drive,,,,Kepplehills Drive,,Sclattie Park,,,,adj,,S,ES002804,Newhills,Bucksburn,,Aberdeen,,Bucksburn,,0,UKOS,388788,809592,-2.187079,57.177011,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2013-05-08T10:51:00.000,6,revise,active
639004622,23235972,,,Sclattie Place,,,,Sclattie Place,,Sclattie Park,,,,at,,N,ES002804,Newhills,Bucksburn,,Aberdeen,,Bucksburn,,0,UKOS,388780,809453,-2.187205,57.175762,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2013-05-08T10:52:00.000,5,revise,active
639004631,23232379,,,Johnston Gardens East,,,,Johnston Gardens East,,Johnston Gardens North,,,,at,,N,ES003009,Peterculter,,,Aberdeen,,Culter,,0,UKOS,383702,801261,-2.270651,57.102021,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2021-09-22T16:25:17.414,8,revise,inactive
639004641,23236346,,,Millhill Brae,,,,Millhill Brae,,Bankhead Road,,,,opp,,NW,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,389219,810297,-2.179982,57.183353,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T16:02:39.688,3,revise,active
639004642,23236352,,,Millhill Brae,,,,Millhill Brae,,Bankhead Road,,,,at,,SE,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,389190,810343,-2.180464,57.183765,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T16:42:37.053,4,revise,active
639004651,23236362,,,Greenburn Drive,,,,Greenburn Drive,,Bankhead Road,,,,adj,,N,N0066980,Bankhead,Bucksburn,,Aberdeen,,Bankhead,,0,UKOS,389103,810440,-2.181908,57.184634,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T16:45:18.460,3,revise,active
639004661,23236389,,,Prospect Terrace,,,,Prospect Terrace,,Stoneywood Road,,,,at,,NE,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389196,810911,-2.18039,57.188868,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:28:39.976,7,revise,active
639004662,23236387,,,Prospect Terrace,,,,Prospect Terrace,,Stoneywood Road,,,,opp,,SW,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389213,810916,-2.180109,57.188913,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:30:14.529,6,revise,active
639004671,23236437,,,Market Street,,,,Market Street,,Stoneywood Road,,,,at,,NW,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389212,811170,-2.180136,57.191195,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:37:38.377,3,revise,active
639004672,23236436,,,Market Street,,,,Market Street,,Stoneywood Road,,,,opp,,SE,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389201,811234,-2.180321,57.191769,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:39:52.730,3,revise,active
639004673,23237293,,,St John's Road,,,,St John's Road,,A947,,,,opp,,N,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,389572,809960,-2.174129,57.180334,BCT,MKD,OTH,,,,111,2010-09-10T09:57:00.000,2022-03-10T16:08:27.953,3,revise,active
639004674,23237294,,,St John's Road,,,,St John's Road,,A947,,,,at,,SW,N0066964,Bucksburn,,,Aberdeen,,Bucksburn,,0,UKOS,389590,809943,-2.17383,57.180181,BCT,MKD,OTH,,,,111,2010-09-10T10:08:00.000,2022-03-10T16:02:26.568,3,revise,active
639004681,23236465,,,Polo Gardens,,,,Polo Gardens,,Stoneywood Road,,,,opp,,NW,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389093,811461,-2.182118,57.193806,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:45:23.499,3,revise,active
639004682,23236458,,,Polo Gardens,,,,Polo Gardens,,Stoneywood Road,,,,at,,SE,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389130,811399,-2.181503,57.19325,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:42:11.308,3,revise,active
639004691,23236479,,,Stoneywood Park,,,,Wellheads Crescent,,Stoneywood Road,,,,opp,,NW,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389001,811697,-2.183651,57.195923,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:53:48.653,4,revise,active
639004692,23236467,,,Stoneywood Park,,,,Stoneywood Park,,Stoneywood Road,,,,at,,SE,N0066839,Stoneywood,,,Aberdeen,,Stoneywood,,0,UKOS,389083,811516,-2.182286,57.1943,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-03T17:48:35.439,7,revise,active
639004701,23236493,,,Riverview Drive,,,,Riverview Drive,,Victoria Street,,,,opp,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,1,UKOS,388823,812017,-2.186611,57.198794,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T18:12:49.580,8,revise,active
639004702,23236487,,,Riverview Drive,,,,Riverview Drive,,Stoneywood Road,,,,at,,SW,ES001198,Dyce,,,Aberdeen,,Dyce,,1,UKOS,388895,811965,-2.185417,57.198328,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T17:56:16.035,6,revise,active
639004711,23236525,,,Farburn Terrace,,,,Farburn Terrace,,Victoria Street,,,,at,,N,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388696,812396,-2.18873,57.202195,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2022-03-03T18:19:24.741,3,revise,active
639004712,23236523,,,Farburn Terrace,,,,Farburn Terrace,,Victoria Street,,,,opp,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388713,812359,-2.188447,57.201863,BCT,MKD,OTH,,,,111,2003-07-22T00:00:00.000,2021-06-17T12:48:43.291,3,revise,active
639004721,23236535,,,Skene Place,,,,Skene Place,,Victoria Street,,,,at,,N,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388645,812775,-2.189592,57.205598,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T18:27:38.448,4,revise,active
639004722,23236529,,,Avon Place,,,,Avon Place,,Victoria Street,,,,at,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388676,812624,-2.189072,57.204243,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T18:22:47.664,3,revise,active
639004731,23236537,,,Gladstone Place,,,,Gladstone Place,,Victoria Street,,,,opp,,N,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388664,812951,-2.189285,57.20718,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T18:32:25.352,2,revise,active
639004732,23236536,,,Don Place,,,,Don Place,,Victoria Street,,,,at,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388670,812929,-2.189185,57.206982,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-03T18:30:26.130,4,revise,active
639004733,23237247,,,Pitmedden Drive,,,,Pitmedden Drive,,Pitmedden Road,,,,at,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388529,813209,-2.191532,57.209494,BCT,MKD,OTH,,,,111,2009-05-13T14:09:00.000,2022-03-08T18:17:29.896,6,revise,active
639004734,23237263,,,Kirkton Avenue,,,,Kirkton Avenue,,Pitmedden Road,,,,at,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388253,813557,-2.196118,57.212613,BCT,MKD,PPT,,,,111,2009-05-13T14:12:00.000,2022-03-08T18:08:59.720,3,revise,active
639004736,23237356,,,Pitmedden Drive,,,,Pitmedden Drive,,Pitmedden Road,,,,opp,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388536,813182,-2.191415,57.209252,BCT,MKD,OTH,,,,111,2011-04-07T11:23:00.000,2022-03-08T17:54:10.282,2,revise,active
639004737,23237359,,,Kirkton Avenue,,,,Kirkton Avenue,,Pitmedden Road,,,,opp,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388235,813562,-2.196416,57.212657,BCT,MKD,OTH,,,,111,2011-04-07T11:26:00.000,2022-03-08T18:13:45.184,2,revise,active
639004741,23236547,,,Southesk Place,,,,Southesk Place,,Victoria Street,,,,opp,,N,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388734,813246,-2.18814,57.209831,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-03T18:38:28.152,4,revise,active
639004742,23236546,,,Southesk Place,,,,Southesk Place,,Victoria Street,,,,at,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388748,813257,-2.187909,57.209931,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-03T18:35:28.798,4,revise,active
639004751,23236562,,,McIntosh Crescent,,,,McIntosh Crescent,,Victoria Street,,,,at,,N,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388779,813524,-2.187408,57.21233,BCT,MKD,OTH,,,,111,2003-07-25T00:00:00.000,2022-03-03T18:40:38.297,3,revise,active
639004752,23236563,,,McIntosh Crescent,,,,McIntosh Crescent,,Victoria Street,,,,opp,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388795,813599,-2.187146,57.213004,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T18:43:11.620,4,revise,active
639004761,23236564,,,Balloch Way,,,,Balloch Way,,Riverview Drive,,,,at,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,388995,813567,-2.183834,57.212721,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T18:49:03.867,5,revise,active
639004762,23237329,,,Balloch Way,,,,Balloch Way,,Riverview Drive,,,,opp,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389008,813574,-2.183619,57.212785,BCT,MKD,OTH,,,,111,2010-10-20T14:05:00.000,2022-03-03T18:46:07.006,2,revise,active
639004763,23237469,,,Todlaw Walk,,,,Todlaw Walk,,Riverview Drive,,,,opp,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389456,813257,-2.176188,57.209949,BCT,MKD,OTH,,,,111,2013-07-03T14:06:00.000,2022-03-04T11:06:02.137,1,revise,inactive
639004764,23237472,,,Todlaw Walk,,,,Todlaw Walk,,Riverview Drive,,,,at,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389458,813238,-2.176154,57.209779,BCT,MKD,OTH,,,,111,2013-07-03T14:18:00.000,2022-03-04T11:06:17.260,1,revise,inactive
639004771,23236549,,,Louden Place,,,,Louden Place,,Balloch Way,,,,opp,,N,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389017,813481,-2.183466,57.211949,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T18:56:53.136,3,revise,active
639004772,23236548,,,Ardlair Terrace,,,,Ardlair Terrace,,Balloch Way,,,,at,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389051,813429,-2.182901,57.211483,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T19:02:20.477,5,revise,active
639004781,23236545,,,Netherview Avenue,,,,Netherview Avenue,,Balloch Way,,,,adj,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389190,813164,-2.180588,57.209106,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T19:06:38.217,6,revise,active
639004782,23236543,,,Netherview Avenue,,,,Netherview Avenue,,Balloch Way,,,,at,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389182,813183,-2.180721,57.209276,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T19:05:25.841,5,revise,active
639004791,23236542,,,Princess Road,,,,Princess Road,,Netherview Avenue,,,,opp,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389309,813160,-2.178618,57.209073,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T19:09:39.874,3,revise,active
639004801,23236539,,,Tornashean Gardens,,,,Tornashean Gardens,,Netherview Avenue,,,,opp,,NW,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389533,812985,-2.174902,57.207506,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2021-06-17T13:27:58.748,3,revise,active
639004802,23236538,,,Tornashean Gardens,,,,Tornashean Gardens,,Netherview Avenue,,,,at,,SE,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389531,813004,-2.174936,57.207677,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2021-06-17T13:27:06.202,4,revise,active
639004811,23236532,,,Shopping Centre & Academy,,,,Shopping Centre & Academy,,Unnamed Road,,,,at,,S,ES001198,Dyce,,,Aberdeen,,Dyce,,1,UKOS,389431,812722,-2.176579,57.205141,BCT,MKD,PPT,,,,111,2003-07-23T00:00:00.000,2022-03-03T19:23:05.328,9,revise,active
639004821,23236527,,,Overton Avenue,,,,Overton Avenue,,Unnamed Road,,,,at,,W,ES001198,Dyce,,,Aberdeen,,Dyce,,1,UKOS,389523,812580,-2.175051,57.203868,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-03T19:21:02.632,8,revise,active
639004822,23237328,,,Overton Avenue,,,,Overton Avenue,,Unnamed Road,,,,opp,,E,ES001198,Dyce,,,Aberdeen,,Dyce,,0,UKOS,389549,812588,-2.174621,57.20394,BCT,MKD,OTH,,,,111,2010-10-18T14:08:00.000,2022-03-03T19:20:46.790,6,revise,active
639004831,23234796,,,Edmond Gardens,,,,Edmond Gardens,,Fairley Road,,,,at,,N,ES002112,Kingswells,,,Aberdeen,,Kingswells,,0,UKOS,386909,806528,-2.217995,57.149437,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2021-09-22T16:26:17.860,6,revise,inactive
639004851,23235925,,,Lord Hay's Road,,,,Lord Hay's Road,,King Street,,,,at,,NE,ES003282,Seaton,Aberdeen,,Aberdeen,,Seaton,,0,UKOS,394470,809134,-2.093092,57.173,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-15T17:53:58.716,5,revise,active
639004852,23235875,,,Lord Hay's Road,,,,Lord Hay's Road,,King Street,,,,opp,,SW,ES003282,Seaton,Aberdeen,,Aberdeen,,Seaton,,0,UKOS,394423,809026,-2.093867,57.172029,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-15T17:50:34.822,6,revise,active
639004861,23235945,,,Beach Esplanade,,,,Beach Esplanade,,King Street,,,,NE-bound,,NE,ES003282,Seaton,Aberdeen,,Aberdeen,,Seaton,,0,UKOS,394547,809257,-2.091821,57.174106,BCT,MKD,OTH,,,,111,2003-07-23T00:00:00.000,2022-03-15T17:57:39.070,5,revise,active
